Name;Organisation;Country;Pays;URL;Description;Location;Latitude;Longitude
Land Valuation Department;Bermuda;Bermuda;Bermudes;http://landvaluation.bm;;6.3176, 5.6145;6.3176;5.6145
Agencija Za Statistiku;Bosnia And Herzegovina;Bosnia And Herzegovina;Bosnie-Herzégovine;http://bhas.ba;;44.0, 18.0;44.0;18.0
Meteorological Institute;Bosnia And Herzegovina;Bosnia And Herzegovina;Bosnie-Herzégovine;http://fhmzbih.gov.ba/;;44.0, 18.0;44.0;18.0
Central Statistics Office;Botswana;Botswana;Botswana;http://www.cso.gov.bw/;;-24.6583, 25.9083;-24.6583;25.9083
Statistics Unit;Jersey;British Crown dependencies;Dépendances de la Couronne Britannique;http://www.gov.je/government/jerseyworld/statisticsunit;;49.19, -2.11;49.19;-2.11
Bugarian Geological Society;Bulgaria;Bulgaria;Bulgarie;http://bgd.bg;;42.75, 25.5;42.75;25.5
Institut National De La Statistique Et De La Demographie;Burkina Faso;Burkina Faso;Burkina Faso;http://insd.bf;;12.3333, -1.6667;12.3333;-1.6667
Administrative Map;Cameroon;Cameroon;Cameroun;http://minatd.cm/gov/site/en/le-ministere/a-propos/carte-administrative;;3.8667, 11.5167;3.8667;11.5167
Datacatalogs.org;Open Knowledge Foundation Deutschland E.v.;United Kingdom;Royaume-Uni;http://datacatalogs.org/;DataCatalogs.org aims to be the most comprehensive list of open data catalogs in the world. It is curated by a group of open data experts from around the world.;52.2042699, 0.1127198;52.2042699;0.1127198
Institut National De La Statistique;Cameroon;Cameroon;Cameroun;http://statistics-cameroon.org;;3.8667, 11.5167;3.8667;11.5167
Canadian Government Open Data;Canada;Canada;Canada;http://open.canada.ca;;45.4, -75.6667;45.4;-75.6667
City Of Waterloo;City Of Waterloo;Canada;Canada;http://opendata.waterloo.ca/;City of Waterloo Open Data website.;43.4821971, -80.6167596;43.4821971;-80.6167596
Gatineau, Qc Open Data;Canada;Canada;Canada;http://gatineau.ca/donneesouvertes/;;45.4833, -75.65;45.4833;-75.65
Geobc;Canada;Canada;Canada;http://geobc.gov.bc.ca;;54.0, -125.0;54.0;-125.0
Grande Prairie No. 1, Alberta;County Of Grande Prairie No. 1, Alberta;Canada;Canada;http://data.countygp.ab.ca/;Open Data released by the County of Grande Prairie No. 1, a municipal district in Alberta, Canada. You may send feedback [via e-mail](mailto:opendata@countygp.ab.ca). Adapts the [City of Toronto license](https://www.countygp.ab.ca/municipal/countygp/countygp-website.nsf/AllDoc/462C5D3B8363A1DE872579F00074012A?OpenDocument), which in turn is based upon the the UK Government's Open Government Licence for Public Sector Information.;55.272453751, -119.155534942;55.27245375;-119.1555349
Halifax Regional Municipality, Ns Open Data;Canada;Canada;Canada;http://halifaxopendata.ca/;;44.67, -63.61;44.67;-63.61
Hamilton, On Open Data;Canada;Canada;Canada;http://hamilton.ca/projectsinitiatives/opendata/;;43.25, -79.8667;43.25;-79.8667
Niagara Falls, Ontario;City Of Niagara Falls;Canada;Canada;http://www.niagarafalls.ca/services/open/data;You may send [feedback](mailto:opendata@niagarafalls.ca). Adapted the [Vancouver license](http://www.niagarafalls.ca/services/open/terms-and-conditions.aspx). See the [FAQ](http://www.niagarafalls.ca/faq/open-data.faq) and [ideas forum](http://ideas.niagarafalls.ca/forums/102745-data-layers).;43.100116116, -79.066270072;43.10011612;-79.06627007
Red Deer, Alberta;City Of Red Deer;Canada;Canada;http://data.reddeer.ca/;You may send feedback to [data@reddeer.ca](mailto:data@reddeer.ca) or [opendata@reddeer.ca](opendata@reddeer.ca). Uses its [own license](http://www.reddeer.ca/City+Government/City+Services+and+Departments/Information+Technology+Services/Open+Data/Terms.htm), similar to that of Saskatoon.;52.266817127, -113.80199658;52.26681713;-113.8019966
Region Of Peel, Ontario;Region Of Peel;Canada;Canada;http://opendata.peelregion.ca/;You may send feedback and request datasets via [email](mailto:open.data@peelregion.ca) or [webform](http://opendata.peelregion.ca/feedback.aspx). The [license](http://opendata.peelregion.ca/terms-of-use.aspx) is based upon the the UK Government's Open Government Licence for Public Sector Information and has been adapted with the permission of the UK National Archives.;43.716667, -80.15;43.716667;-80.15
Strathcona County;Canada;Canada;Canada;http://data.strathcona.ca/;;53.52333, -113.30889;53.52333;-113.30889
Surrey, Bc Open Data;Canada;Canada;Canada;http://surrey.ca/city-services/658.aspx;;49.1833, -122.85;49.1833;-122.85
Vancouver, British Columbia;City Of Vancouver;Canada;Canada;http://data.vancouver.ca/datacatalogue/index.htm;You may send [feedback](http://data.vancouver.ca/feedback/) and subscribe to [dataset updates](http://data.vancouver.ca/updates.htm). Uses the [Vancouver license](http://data.vancouver.ca/termsOfUse.htm).;49.249657393, -123.119340403;49.24965739;-123.1193404
Vernon, Bc - Gis;Canada;Canada;Canada;http://www.vernon.ca/map/data_catalogue.html;;50.267, -119.272;50.267;-119.272
Victoria, Bc Open Data;Canada;Canada;Canada;http://victoria.ca/en/main/city/open-data-catalogue.html;;48.4222, -123.3657;48.4222;-123.3657
Welland, On Opendata;Canada;Canada;Canada;http://welland.ca/open/;;42.9833, -79.2333;42.9833;-79.2333
African Development Bank Group Open Data;Chad;Chad;Tchad;http://chad.opendataforafrica.org/;;12.1, 16.0333;12.1;16.0333
Instituto Nacional De Estadística De Chile;Chile;Chile;Chili;http://ine.cl;;-33.4333, -70.6667;-33.4333;-70.6667
Lima Open Data;Chile;Chile;Chili;http://lima.datosabiertos.pe/home/;;-12.04333, -77.02833;-12.04333;-77.02833
Dalian Municipal Government Information Service;China;China;Chine;http://zwgk.dl.gov.cn/;;38.9208, 121.6392;38.9208;121.6392
Croatian Gazetteer Service;Croatia;Croatia;Croatie;http://cgn.dgu.hr/;;45.8, 16.0;45.8;16.0
Crotian Geological Society;Croatia;Croatia;Croatie;http://geologija.hr/;;45.8, 16.0;45.8;16.0
Geoportal;Croatia;Croatia;Croatie;http://geoportal.dgu.hr;;45.8, 16.0;45.8;16.0
Zg Geoportal;Croatia;Croatia;Croatie;https://geoportal.zagreb.hr/karta;;45.8167, 15.9833;45.8167;15.9833
Geological Survey Department;Cyprus;Cyprus;Chypre;http://www.moa.gov.cy/moa/gsd/gsd.nsf/dmlindex_gr/dmlindex_gr?OpenDocument;;35.0, 33.0;35.0;33.0
Statistics Service;Cyprus;Cyprus;Chypre;http://www.mof.gov.cy/mof/cystat/statistics.nsf/index_gr/index_gr?OpenDocument;;35.0, 33.0;35.0;33.0
Danish Government Open Data;Denmark;Denmark;Danemark;http://odaa.dk;;55.72, 12.57;55.72;12.57
Birmingham Open Data;Birmingham City Council;United Kingdom;Royaume-Uni;http://www.birmingham.gov.uk/open-data;Official list of links by the council;52.4804802434, -1.89823150635;52.48048024;-1.898231506
Trafford Open Data;Borough of Trafford;United Kingdom;Royaume-Uni;http://www.trafford.gov.uk/opendata;Borough of Trafford (UK) Open Data Catalog;53.4166667, -2.3333333;53.4166667;-2.3333333
African Development Bank Group Open Data;Equatorial Guinea;Equatorial Guinea;Guinée Equatoriale;http://eguinea.opendataforafrica.org/;;3.45, 8.55;3.45;8.55
Dirección General De Estadística Y Cuentas Nacionales;Equatorial Guinea;Equatorial Guinea;Guinée Equatoriale;http://dgecnstat-ge.org;;3.45, 8.55;3.45;8.55
Estonian Government Open Data;Estonia;Estonia;Estonie;http://opendata.ee;;59.0, 26.0;59.0;26.0
European Open Data;European Union;European Union;Union Européenne;http://open-data.europa.eu/en/data/;;50.85, 4.35;50.85;4.35
European University Institute: Eu Open Data Portal;European Union;European Union;Union Européenne;http://eui.eu/research/library/researchguides/economics/statistics/dataportal/euopendataportal.aspx;;50.85, 4.35;50.85;4.35
Geological Survey Of Finland;Finland;Finland;Finlande;http://gtk.fi;;64.0, 26.0;64.0;26.0
CAPA Open Data - Ajaccio;Communauté d'agglomération du Pays Ajaccien;France;France;http://opendata.ca-ajaccien.fr/;;41.919229, 8.738635;41.919229;8.738634999999931
Data.gouv.fr;French Etalab Mission;France;France;http://www.data.gouv.fr/;Etalab;48.856614, 2.3522219;48.856614;2.3522219
Département Maine-et-loire;France;France;France;http://www.opendata49.fr/;;47.478419, -0.563166;47.478419;-0.5631660000000238
French Department Hauts De Seine Open Data;France;France;France;http://opendata.hauts-de-seine.net/;;48.8333, 2.2;48.8333;2.2
Lacub Open Data Bordeaux;Communauté Urbaine De Bordeaux;France;France;http://data.lacub.fr/;"Open Data portal of the Urban Community of Bordeaux.

The Cub has a lot of data of interest to a wide audience, in the areas of transportation, travel, water, sanitation, housing, environment, etc.

The Cub has decided to provide free public data available to citizens, associations, businesses, researchers, so they can reuse them to create innovative digital services (mobile applications, information systems, web portals , etc.).";44.8638282, -0.6561807;44.8638282;-0.6561807
MétroMobilité Grenoble;Grenoble Transports;France;France;http://www.metromobilite.fr/pages/OpenData.html#;;45.188529, 5.724524;45.188529;5.724523999999974
Navitia.io Open Data Transport;Keolis / Kisio Digital;France;France;https://navitia.opendatasoft.com;Open Data mobility and transportation;48.85341, 2.3488;48.85341;2.3488
Nosdonnées.fr;Regards Citoyens;France;France;http://www.nosdonnees.fr;A community driven catalogue for citizen based open data in France, relying on CKAN and operated by [Regards Citoyens](http://www.regardscitoyens.org/).;48.856614, 2.3522219;48.856614;2.3522219
Open Data De Nice Côte D'azur;France;France;France;http://opendata.nicecotedazur.org;;43.6653, 7.215;43.6653;7.215
Région Alsace;France;France;France;http://opendata.alsace.fr;;48.5, 7.5;48.5;7.5
Région Nord-pas-de-calais;France;France;France;http://opendata.nordpasdecalais.fr;;50.525, 2.9;50.525;2.9
Rennes Métropole Open Data;Rennes Métropole;France;France;http://www.data.rennes-metropole.fr;France's city of Renne's Area OpenData store;48.111981, -1.674291;48.111981;-1.674291
Saint-Quentin Open Data;Saint-Quentin;France;France;http://saint-quentin-numerique.fr/Les-donnees?themes=32;;49.847066, 3.2874;49.84706600000001;3.287399999999934
Seine-Maritime Eure Open Data;Seine-Maritime Eure;France;France;http://www.opendata-27-76.fr/;Rouen;49.443232, 1.099971;49.44323199999999;1.0999709999999823
SNCF Open Data;SNCF;France;France;https://data.sncf.com/;Open Data mobility and transportation;48.85341, 2.349;48.85341;2.3488
Versailles Open Data;France;France;France;http://www.cavgp.opendata.arcgis.com/;;48.8044, 2.1232;48.8044;2.1232
African Development Bank Group Open Data;Gabon;Gabon;Gabon;http://gabon.opendataforafrica.org/;;0.3833, 9.45;0.3833;9.45
Direction Générale Des Statistiques Du Gabon;Gabon;Gabon;Gabon;http://stat-gabon.org;;0.3833, 9.45;0.3833;9.45
Baden-württemberg Data Portal;Landesregierung Baden-württemberg;Germany;Allemagne;https://opendata.service-bw.de/home;"Launched March 2012, a Sharepoint based data portal, for the German federal state Baden-Württemberg.

The catalogue holds datasets under different OKD Compliant and OKD Non-Compliant Licenses.";48.7606022094, 8.23974609375;48.76060221;8.239746094
Berlin Open Data;Berliner Senatsverwaltung Für Wirtschaft, Technologie Und Frauen;Germany;Allemagne;http://daten.berlin.de/;Official open data catalog of the Senate of Berlin.;52.5243681651, 13.4105300903;52.52436817;13.41053009
Bundesanstalt Fur Geowissenschaften Und Rohstoffe;Germany;Germany;Allemagne;http://www.bgr.bund.de/DE/Home/homepage_node.html;;52.5167, 13.3833;52.5167;13.3833
Moers Open Data;Germany;Germany;Allemagne;http://offenedaten.moers.de/;;51.4592, 6.6197;51.4592;6.6197
African Development Bank Group Open Data;Ghana;Ghana;Ghana;http://ghana.opendataforafrica.org/;;5.55, -0.2;5.55;-0.2
Ghana Meteorological Services Department;Ghana;Ghana;Ghana;http://meteo.gov.gh/;;5.55, -0.2;5.55;-0.2
Hellenic National Meteorological Service;Greece;Greece;Grèce;http://hnms.gr;;39.0, 22.0;39.0;22.0
Ministry Of Education;Guatemala;Guatemala;Guatemala;http://www.mineduc.gob.gt/portal/index.asp;;14.6133, -90.5353;14.6133;-90.5353
Instituto Nacional De Estatística E Censos;Guinea-bissau;Guinea-Bissau;Guinée-Bissau;http://stat-guinebissau.com;;12.0, -15.0;12.0;-15.0
Bureau Of Mines And Energy;Haiti;Haiti;Haïti;http://bme.gouv.ht;;18.5333, -72.3333;18.5333;-72.3333
Iceland Geosurvey;Iceland;Iceland;Islande;http://isor.is/;;65.0, -18.0;65.0;-18.0
Meteorological And Geophysical Agency;Indonesia;Indonesia;Indonésie;http://bmkg.go.id/;;-6.175, 106.8283;-6.175;106.8283
Ministry Of Energy And Mines;Indonesia;Indonesia;Indonésie;http://esdm.go.id;;-6.175, 106.8283;-6.175;106.8283
Fingal Open Data;Fingal County Council;Ireland, Republic of;Irlande;http://data.fingal.ie/;Open Data portal of Fingal County Council, a local authority that governs suburban and rural areas north of the City of Dublin, Ireland. Data coverage includes excerpts from national statistics, locations of amenities, and councillor expenses. 74 datasets as of June 2011.;53.4590926195, -6.21942043304;53.45909262;-6.219420433
Ordnance Survey Of Ireland;Ireland;Ireland, Republic of;Irlande;http://osi.ie;;53.0, -8.0;53.0;-8.0
Central Statistics Organization;Afghanistan;Afghanistan;Afghanistan;http://cso.gov.af;;34.5333, 69.1333;34.5333;69.1333
Geological Society Of Albania;Albania;Albania;Albanie;http://www.gsa-al.org;;41.0, 20.0;41.0;20.0
Anguilla Statistics Department;Anguilla;Anguilla;Anguilla;http://gov.ai/statistics;;18.2272, -63.049;18.2272;-63.049
Meteorological Services;Antigua And Barbuda;Antigua And Barbuda;Antigua-et-Barbuda;http://antiguamet.com/;;17.1167, -61.85;17.1167;-61.85
Servicio Meteorológico Nacional;Argentina;Argentina;Argentine;http://www.smn.gov.ar/;;-34.6, -58.3833;-34.6;-58.3833
Australian National Placenames Survey;Australia;Australia;Australie;http://anps.org.au;;-32.1617, 147.0178;-32.1617;147.0178
Bureau Of Meteorology;Australia;Australia;Australie;http://bom.gov.au/;;-35.3075, 149.1244;-35.3075;149.1244
City Of Gold Coast, Qld;Australia;Australia;Australie;http://data.gov.au/organization/city-of-gold-coast;;-28.0167, 153.4;-28.0167;153.4
City Of Hobart, Tas;Australia;Australia;Australie;http://data.gov.au/organization/city-of-hobart;;-42.8806, 147.325;-42.8806;147.325
Commonwealth Scientific And Industrial Research Organisation;Australia;Australia;Australie;https://data.csiro.au/dap/home?execution=e1s1;;-35.3075, 149.1244;-35.3075;149.1244
Place Names Committee For The Northern Territory;Australia;Australia;Australie;http://placenames.nt.gov.au;;-20.0, 133.0;-20.0;133.0
Tasmania Spatial Data;Australia;Australia;Australie;http://dpipwe.tas.gov.au/sif;;-42.0, 147.0;-42.0;147.0
Linked Clean Energy Data - Data.reegle.info;Reeep - Renewable Energy And Energy Efficiency Partnership - Www.reeep.org;Austria;Autriche;http://data.reeep.org/;"Clean Energy Datasets - free for re-use

Include clean energy datasets including actors, project outcome documents, country policy reports and more than 3000 clean energy terms from our thesaurus into your website or application by using reegle's Linked Open Data facilities. Datasets are published  using the Open Government Data License for public sector information and are therefore free for re-use.";48.2208286, 16.2399771;48.2208286;16.2399771
Niederösterreich (lower Austria) Open Data;Austria;Austria;Autriche;http://data.noe.gv.at/;;48.3333, 15.75;48.3333;15.75
Vorarlberg Open Data;Vorarlberg Government;Austria;Autriche;http://data.vorarlberg.gv.at/;Datacatalog for the Austrian federal state Vorarlberg. Launched May 2012.;47.25, 9.9166667;47.25;9.9166667
Zentralanstalt Für Meteorologie Und Geodynamik;Austria;Austria;Autriche;http://zamg.ac.at;;48.2, 16.35;48.2;16.35
Bahrain Open Data;Bahrain;Bahrain;Bahreïn;http://bahrain.bh/wps/portal/data/;;26.0275, 50.55;26.0275;50.55
Bangladesh Meteorological Department;Bangladesh;Bangladesh;Bangladesh;http://bmd.gov.bd/;;23.7, 90.35;23.7;90.35
Ghent Open Data;Belgium;Belgium;Belgique;http://data.gent.be;;51.05, 3.7333;51.05;3.7333
Open Data Antwerp;City Of Antwerp;Belgium;Belgique;http://opendata.antwerpen.be/datasets;Official open data catalog for the city of Antwerp.;51.2603015, 4.2176365;51.2603015;4.2176365
Department Of Statistics;Bermuda;Bermuda;Bermudes;http://govsubportal.com/ministries/2012-02-10-14-05-02/cabinet-office/statistics/statistics-hq;;32.3, -64.7833;32.3;-64.7833
Louis Galipeau & Andrew Simons;Bermuda;Bermuda;Bermudes;http://bermuda.io/;;32.3, -64.7833;32.3;-64.7833
Servicio Geológico Minero;Bolivia, Plurinational State Of;Bolivia;Bolivie;http://www.sergeomin.gob.bo/index.php/en/;;-16.712, -64.666;-16.712;-64.666
Portal De Dados Abertos Do Senado Federal (brazil);Senado Federal (brazil);Brazil;Brésil;http://dadosabertos.senado.gov.br/;Open Data Portal for the Brazilian Federal Senate. Uses CKAN.;-10.0, -55.0;-10.0;-55.0
National Statistical Institute;Bulgaria;Bulgaria;Bulgarie;http://nsi.bg;;42.75, 25.5;42.75;25.5
African Development Bank Group Open Data;Burkina Faso;Burkina Faso;Burkina Faso;http://burkinafaso.opendataforafrica.org/;;12.3333, -1.6667;12.3333;-1.6667
Institut De Statistiques Et d’Études Economiques Du Burundi;Burundi;Burundi;Burundi;http://isteebu.bi;;-3.5, 30.0;-3.5;30.0
African Development Bank Group Open Data;Cabo Verde;Cabo Verde;Cap-Vert;http://caboverde.opendataforafrica.org/;;15.1111, -23.6167;15.1111;-23.6167
Ministério Da Educação E Desporto;Cabo Verde;Cabo Verde;Cap-Vert;http://www.minedu.gov.cv/;;15.1111, -23.6167;15.1111;-23.6167
Alberta Open Data;Canada;Canada;Canada;http://data.alberta.ca/;;55.0, -115.0;55.0;-115.0
Brampton, On Open Data;Canada;Canada;Canada;http://brampton.ca/en/city-hall/opengov/;;43.6833, -79.7667;43.6833;-79.7667
British Columbia Property Tax;Canada;Canada;Canada;http://evaluebc.bcassessment.ca/;;54.0, -125.0;54.0;-125.0
Burlington, Ontario;City Of Burlington;Canada;Canada;http://www.burlington.ca/en/services-for-you/Open-Data.asp#;You may send [feedback](mailto:its@burlington.ca). Adapted the [Vancouver license](http://cms.burlington.ca/AssetFactory.aspx?did=18762).;43.386208342, -79.83713012;43.38620834;-79.83713012
Calgary, Ab Open Data;Canada;Canada;Canada;http://data.calgary.ca;;51.05, -114.0667;51.05;-114.0667
Kamloops, Bc - My Maps;Canada;Canada;Canada;http://kamloops.ca/downloads/maps/launch.htm;;50.6761, -120.3408;50.6761;-120.3408
Kingston, On - Data Catalogue;Canada;Canada;Canada;https://www.cityofkingston.ca/explore/data-catalogue;;44.2333, -76.5;44.2333;-76.5
Kitchener, On Open Data;Canada;Canada;Canada;http://www.kitchener.ca/en/insidecityhall/open-data.asp;;43.45, -80.4833;43.45;-80.4833
London, On Open Data;Canada;Canada;Canada;http://london.ca/city-hall/open-data/pages/open-data-data-catalogue.aspx;;42.9837, -81.2497;42.9837;-81.2497
Meteorological Service Of Canada;Canada;Canada;Canada;https://www.ec.gc.ca/meteo-weather/;;45.4, -75.6667;45.4;-75.6667
Niagara Region Of Ontario Open Data;Canada;Canada;Canada;http://niagararegion.ca/government/opendata;;43.05, -79.3;43.05;-79.3
Northwest Territories Geoscience;Canada;Canada;Canada;http://nwtgeoscience.ca/services/;;66.0, -119.0;66.0;-119.0
Nunavat Geoscience;Canada;Canada;Canada;http://cngo.ca/;;73.0, -91.0;73.0;-91.0
Ottawa, On Open Data;Canada;Canada;Canada;http://data.ottawa.ca/;;45.4214, -75.6919;45.4214;-75.6919
Our Airports;Canada;Canada;Canada;http://ourairports.com/data;;45.4214, -75.6919;45.4214;-75.6919
Québec, Québec;Ville De Québec;Canada;Canada;http://donnees.ville.quebec.qc.ca/;You may send feedback via [email](Application.DonneesOuvertes@Ville.quebec.qc.ca) or [webform](http://donnees.ville.quebec.qc.ca/nousjoindre.aspx). Uses its [own license](http://donnees.ville.quebec.qc.ca/licence.aspx).;46.8122791164, -71.2145376205;46.81227912;-71.21453762
Saanich, Bc;District Of Saanich;Canada;Canada;http://www.saanich.ca/data/catalogue/index.php;You may send feedback via [email](mailto:opendata@saanich.ca). Uses its [own license](http://www.saanich.ca/data/licence.html).;48.549638795, -123.369314466;48.5496388;-123.3693145
West Perry Sound, On Geography Network;Canada;Canada;Canada;http://wpsgn.ca/website/seguin.html;;45.7, -79.83333;45.7;-79.83333
Whitehorse, Yk Open Data;Canada;Canada;Canada;http://data.whitehorse.ca/;;60.7167, -135.05;60.7167;-135.05
Economics And Statistics Office;Cayman Islands;Cayman Islands;Iles Caïmans;http://eso.ky;;19.3333, -81.4;19.3333;-81.4
African Development Bank Group Open Data;Central African Republic;Central African Republic;République Centrafricaine;http://car.opendataforafrica.org/;;4.3667, 18.5833;4.3667;18.5833
Direction Générale De La Statistique;Central African Republic;Central African Republic;République Centrafricaine;http://stat-centrafrique.com/;;4.3667, 18.5833;4.3667;18.5833
Dirección Meteorológica De Chile;Chile;Chile;Chili;http://meteochile.cl/;;-33.4333, -70.6667;-33.4333;-70.6667
Meteorological And Geophysical Bureau;Macao;China;Chine;http://www.smg.gov.mo/smg/c_index.htm;;22.1667, 113.55;22.1667;113.55
Agence Nationale De Météorologie Et De Télédétection Par Satellite;Congo, Democratic Republic Of The;Congo, Democratic Republic Of The;République démocratique du Congo;http://www.meteo-congo-kinshasa.net/;;-2.88, 23.656;-2.88;23.656
Direction De La Météorologie Nationale;Congo, Republic Of;Congo, Republic Of;République du Congo;http://www.meteo-congo-brazza.net/;;-1.44, 15.556;-1.44;15.556
Cook Islands Meteorological Service;Cook Islands;Cook Islands;Iles Cook;http://cookislands.pacificweather.org/;;-21.2, -159.7667;-21.2;-159.7667
Instituto Geográfico Nacional;Costa Rica;Costa Rica;Costa Rica;http://snitcr.go.cr;;9.9333, -84.0833;9.9333;-84.0833
Population And Housing Census;Costa Rica;Costa Rica;Costa Rica;http://censos.ccp.ucr.ac.cr;;9.9333, -84.0833;9.9333;-84.0833
Bureau Of Statistics;Croatia;Croatia;Croatie;http://www.dzs.hr/default_e.htm;;45.8, 16.0;45.8;16.0
Meteorological Service;Cyprus;Cyprus;Chypre;http://www.moa.gov.cy/moa/ms/ms.nsf/DMLindex_gr/DMLindex_gr?OpenDocument;;35.0, 33.0;35.0;33.0
Research Institute Of Geodesy;Czech Republic;Czech Republic;République Tchèque;http://vugtk.cz;;49.75, 15.75;49.75;15.75
Danish Meteorological Institute;Denmark;Denmark;Danemark;http://dmi.dk;;55.72, 12.57;55.72;12.57
Danmark Statistik;Denmark;Denmark;Danemark;http://dst.dk;;55.72, 12.57;55.72;12.57
Direction Nationale De La Statistique;Djibouti;Djibouti;Djibouti;http://ministere-finances.dj/statist.htm;;11.5883, 43.145;11.5883;43.145
Dominica Meteorological Services;Dominica;Dominica;Dominique;http://weather.gov.dm/;;15.4167, -61.3333;15.4167;-61.3333
Oficina Nacional De Meteorologiá;Dominican Republic;Dominican Republic;République Dominicaine;http://onamet.gov.do/;;19.0, -70.6667;19.0;-70.6667
Central Agency For Mobilization And Statistics;Egypt;Egypt;Egypte;http://capmas.gov.eg;;26.0, 30.0;26.0;30.0
Egypt Survey Authority;Egypt;Egypt;Egypte;http://www.esa.gov.eg/eng/ESA_main_eng.aspx;;26.0, 30.0;26.0;30.0
Egytian Government Open Data;Egypt;Egypt;Egypte;http://egypt.gov.eg/english/general/open_gov_data_initiative.aspx;;26.0, 30.0;26.0;30.0
Datos El Salvador;El Salvador;El Salvador;Salvador;http://www.datoselsalvador.org/;;13.7739997, -89.2086773;13.7739997;-89.2086773
Ministry Of Education;El Salvador;El Salvador;Salvador;http://www.mined.gob.sv/;;13.6667, -89.1667;13.6667;-89.1667
Ministry Of Mines, Industry And Energy;Equatorial Guinea;Equatorial Guinea;Guinée Equatoriale;http://equatorialoil.com;;3.45, 8.55;3.45;8.55
Statistics Estonia;Estonia;Estonia;Estonie;http://stat.ee/en;;59.0, 26.0;59.0;26.0
Finland Open Data;Finland;Finland;Finlande;https://www.opendata.fi/;;60.1733237, 24.93227;60.1733237;24.93227
Finnish Meteorological Institute;Finland;Finland;Finlande;https://en.ilmatieteenlaitos.fi/open-data;;64.0, 26.0;64.0;26.0
Lounais-suomi (southwest) Finland;Finland;Finland;Finlande;http://www.lounaistieto.fi/tietopalvelut/lounaispaikan-paikkatietoverkosto/;;60.5, 22.75;60.5;22.75
Statistics And Research Aland;Aland Islands;Finland;Finlande;http://asub.ax;;60.1, 19.93333;60.1;19.93333
Bouche-rhone / Provence Data Portal;Departement Bouche-rhone;France;France;http://data.visitprovence.com/;Launched April 2012. Tourism oriented data sets only.;43.5409158, 4.7416373;43.5409158;4.7416373
ERDF Open Data;ERDF;France;France;https://data.erdf.fr/page/accueil/;;48.85341, 2.3488;48.85341;2.3488
Infolocale;Infolocale;France;France;http://datainfolocale.opendatasoft.com/explore/;;48.85341, 2.3488;48.85341;2.3488
INSEE (National Institute Of Statistics And Economic Studies);France;France;France;http://www.insee.fr/fr/bases-de-donnees/default.asp?page=open-data/open-data-utilisation.htm;;48.856614, 2.3522219;48.856614;2.3522219
MENESR (Ministère de l'Education Nationale, de l'Enseignement Supérieur et de la Recherche);MENESR (Ministère de l'Education Nationale, de l'Enseignement Supérieur et de la Recherche);France;France;http://data.enseignementsup-recherche.gouv.fr/;;48.85341, 2.3488;48.85341;2.3488
Meteo France;France;France;France;https://donneespubliques.meteofrance.fr/;;48.856614, 2.3522219;48.856614;2.3522219
Nantes Ouverture Des Données;Mairie De Nantes;France;France;http://data.nantes.fr;France's city of Nantes Area OpenData store;47.2172508194, -1.55336380005;47.21725082;-1.5533638
Opendata71;Conseil Général De La Saône-et-loire;France;France;http://www.opendata71.fr/;France's department of Saône-et-Loire's OpenData store;46.3068839, 4.828731;46.30688389999999;4.828731000000062
RATP Open Data;RATP;France;France;http://data.ratp.fr/;Open Data mobility and transportation;48.85341, 2.3489;48.85341;2.3488
Transport Bouches-du-Rhône Le Pilote;Bouches-du-Rhône;France;France;http://www.lepilote.com/presentation/?rub_code=92&redirectdone=1;;43.296482, 5.36978;43.296482;5.369779999999992
Ville De Brocas;France;France;France;http://opendata.brocas.fr/;;44.0447, -0.5339;44.0447;-0.5339
Ville De Saint-malo;France;France;France;http://data.gouv.fr/fr/organizations/ville-de-saint-malo/;;48.6481, -2.0075;48.6481;-2.0075
Bremen Open Data;Germany;Germany;Allemagne;http://daten.bremen.de/;;53.0833, 8.8;53.0833;8.8
European Meteorological Society;Europe;Germany;Allemagne;http://emetsoc.org/resources/meteorological-and-hydrological-services;;52.5076682, 13.2850542;52.5076682;13.2850542
European Open Data Inventory;European Open Data Inventory;Germany;Allemagne;http://datahub.io/dataset?tags=eutransparency;EU Transparency, CKAN (Open Knowledge Foundation). CKAN makes it easy to find, share and reuse open content and data.;48.6909603909, 9.140625;48.69096039;9.140625
Weather And Climate - Deutscher Wetterdienst;Germany;Germany;Allemagne;http://dwd.de/;;52.5167, 13.3833;52.5167;13.3833
Geological Society Of Greece;Greece;Greece;Grèce;http://geosociety.gr;;37.9617, 23.7533;37.9617;23.7533
Direction Nationale De La Statistique;Guinea;Guinea;Guinée;http://stat-guinee.org;;9.5167, -13.7;9.5167;-13.7
Bureau Of Statistics;Guyana;Guyana;Guyana;http://www.statisticsguyana.gov.gy/;;5.0, -58.75;5.0;-58.75
Servicio Meteorológico Nacional (smn);Honduras;Honduras;Honduras;http://smn.gob.hn;;14.1, -87.2167;14.1;-87.2167
Icelandic Meteorological Office;Iceland;Iceland;Islande;http://vedur.is/;;65.0, -18.0;65.0;-18.0
Statice.is;Iceland;Iceland;Islande;http://statice;;65.0, -18.0;65.0;-18.0
Badan Pusat Statistik;Indonesia;Indonesia;Indonésie;http://bps.go.id;;-6.175, 106.8283;-6.175;106.8283
South Korean Government Open Data;Korea, Republic Of;Korea, Republic of;Corée du Sud;http://data.go.kr;;37.55, 126.9667;37.55;126.9667
Latvia Open Data;Latvia;Latvia;Lettonie;http://opendata.lv/;;57.0, 25.0;57.0;25.0
