Name,Organisation,Country,Pays,URL,Description,Location,Latitude,Longitude
Canada Climate Data,Canada,Canada,Canada,http://climate.weather.gc.ca/,,"45.4000,-75.6667",45.4,-75.6667
"Burlington, Ontario",City Of Burlington,Canada,Canada,http://cms.burlington.ca/page7429.aspx,You may send [feedback](mailto:its@burlington.ca). Adapted the [Vancouver license](http://cms.burlington.ca/AssetFactory.aspx?did=18762).,"43.386208342,-79.83713012",43.38620834,-79.83713012
Nunavat Geoscience,Canada,Canada,Canada,http://cngo.ca/,,"73.0000,-91.0000",73,-91
Capital Regional District Atlas,Canada,Canada,Canada,http://crdatlas.ca/geospatial-data.aspx,,"48.4293,-123.3661",48.4293,-123.3661
Alberta Open Data,Canada,Canada,Canada,http://data.alberta.ca/,,"55.0000,-115.0000",55,-115
"Calgary, Ab Open Data",Canada,Canada,Canada,http://data.calgary.ca,,"51.0500,-114.0667",51.05,-114.0667
British Columbia Local Government Open Data Catalogue,Province of British Columbia,Canada,Canada,http://data.civicinfo.ca/,"Aggregates open data form the Province of British Columbia, the City of Nanaimo, the District of North Cowichan, and the District of
Saanich.
[Adapted the UK Open Government License](http://www.data.civicinfo.ca/terms.htm). Update 20/10/2015: not online anymore","53.999827295,-125.003201924",53.9998273,-125.0032019
"Qualicum Beach, Bc",Canada,Canada,Canada,http://data.civicinfo.ca/organization/qualicum-beach-town,,"49.3500,-124.4333",49.35,-124.4333
"Grande Prairie No. 1, Alberta","County Of Grande Prairie No. 1, Alberta",Canada,Canada,http://data.countygp.ab.ca/,"Open Data released by the County of Grande Prairie No. 1, a municipal district in Alberta, Canada. You may send feedback [via e-mail](mailto:opendata@countygp.ab.ca). Adapts the [City of Toronto license](https://www.countygp.ab.ca/municipal/countygp/countygp-website.nsf/AllDoc/462C5D3B8363A1DE872579F00074012A?OpenDocument), which in turn is based upon the the UK Government's Open Government Licence for Public Sector Information.","55.272453751,-119.155534942",55.27245375,-119.1555349
"Edmonton, Alberta",City Of Edmonton,Canada,Canada,http://data.edmonton.ca/,Uses Socrata. You may consult a [list of datasets to be released](https://docs.google.com/spreadsheet/ccc?key=0ApBkb2qCoC6MdGx6M0RkN256Qnh4Qjh6MWE4QmdDUGc#gid=0) or [contact the office of the CIO](mailto:opendata@edmonton.ca). Adapted the [Vancouver license](http://www.edmonton.ca/city_government/initiatives_innovation/open-data-terms-of-use.aspx).,"53.550135939,-113.468712219",53.55013594,-113.4687122
Québec,Province De Québec,Canada,Canada,http://data.gouv.qc.ca/,You may [send feedback](http://data.gouv.qc.ca/?node=/nous-joindre) and [request datasets](http://data.gouv.qc.ca/?node=/demande-donnees) via webform. Uses its [own license](http://data.gouv.qc.ca/?node=/licence).,"46.8122791164,-71.2145376205",46.81227912,-71.21453762
Quebec Open Data,Canada,Canada,Canada,http://data.gouv.qc.ca/quebec,,"53,-070",53,-70
"Medicine Hat, Alberta",City Of Medicine Hat,Canada,Canada,http://data.medicinehat.ca/,You may send feedback via [email](opendata@medicinehat.ca) or [Twitter](https://twitter.com/#!/OpenDataMedHat). Adapted the [Vancouver license](http://www.medicinehat.ca/City%20Government/Open%20Data/Terms%20of%20Use.asp). Uses [OGDI](http://data.medicinehat.ca/Developers/Index).,"50.050059602,-110.668342521",50.0500596,-110.6683425
"Nanaimo, British Columbia",City Of Nanaimo,Canada,Canada,http://data.nanaimo.ca/,"Uses [Open Data Publisher](http://opendatapublisher.codeplex.com/), a fork of Microsoft's [OGDI project](http://ogdi.codeplex.com/). The City of Nanaimo is currently investigating options for formal open data licensing. See the [disclaimer](http://www.nanaimo.ca/EN/main/departments/106/DataCatalogue/Licence.html). Offers an [API](http://www.nanaimo.ca/EN/main/departments/106/DataCatalogue/Developers.html).","49.166337382,-123.936012692",49.16633738,-123.9360127
"Regional District Of North Cowichan, Bc",Canada,Canada,Canada,http://data.northcowichan.ca/,,"48.8236,-123.7192",48.8236,-123.7192
"Ottawa, On Open Data",Canada,Canada,Canada,http://data.ottawa.ca/,,"45.4214,-75.6919",45.4214,-75.6919
"Red Deer, Alberta",City Of Red Deer,Canada,Canada,http://data.reddeer.ca/,"You may send feedback to [data@reddeer.ca](mailto:data@reddeer.ca) or [opendata@reddeer.ca](opendata@reddeer.ca). Uses its [own license](http://www.reddeer.ca/City+Government/City+Services+and+Departments/Information+Technology+Services/Open+Data/Terms.htm), similar to that of Saskatoon.","52.266817127,-113.80199658",52.26681713,-113.8019966
Strathcona County,Canada,Canada,Canada,http://data.strathcona.ca/,,"53.52333,-113.30889",53.52333,-113.30889
"Vancouver, British Columbia",City Of Vancouver,Canada,Canada,http://data.vancouver.ca/datacatalogue/index.htm,You may send [feedback](http://data.vancouver.ca/feedback/) and subscribe to [dataset updates](http://data.vancouver.ca/updates.htm). Uses the [Vancouver license](http://data.vancouver.ca/termsOfUse.htm).,"49.249657393,-123.119340403",49.24965739,-123.1193404
"Whitehorse, Yk Open Data",Canada,Canada,Canada,http://data.whitehorse.ca/,,"60.7167,-135.0500",60.7167,-135.05
Winnipeg Open Data,Canada,Canada,Canada,http://data.winnipeg.ca,,"49.8994,-97.1392",49.8994,-97.1392
International Cancer Genome Consortium,Canada,Canada,Canada,http://dcc.icgc.org,,"43.7000,-79.4000",43.7,-79.4
"District Of West Kelowna, Bc",Canada,Canada,Canada,http://districtofwestkelowna.ca/index.aspx?page=240,,"49.8625,-119.5833",49.8625,-119.5833
"Montréal, Québec",Ville De Montréal,Canada,Canada,http://donnees.ville.montreal.qc.ca/,Adapted the [CC BY-SA](http://donnees.ville.montreal.qc.ca/licence) license.,"45.5088375,-73.587809",45.5088375,-73.587809
"Québec, Québec",Ville De Québec,Canada,Canada,http://donnees.ville.quebec.qc.ca/,You may send feedback via [email](Application.DonneesOuvertes@Ville.quebec.qc.ca) or [webform](http://donnees.ville.quebec.qc.ca/nousjoindre.aspx). Uses its [own license](http://donnees.ville.quebec.qc.ca/licence.aspx).,"46.8122791164,-71.2145376205",46.81227912,-71.21453762
"Sherbrooke, Qc Open Data",Canada,Canada,Canada,http://donnees.ville.sherbrooke.qc.ca/,,"45.4000,-71.9000",45.4,-71.9
Meteorological Service Of Canada,Canada,Canada,Canada,http://ec.gc.ca/meteo-weather,,"45.4000,-75.6667",45.4,-75.6667
British Columbia Geological Survey,Canada,Canada,Canada,http://empr.gov.bc.ca/mining/geoscienc,,"54.0000,-125.0000",54,-125
British Columbia Property Tax,Canada,Canada,Canada,http://evaluebc.bcassessment.ca/,,"54.0000,-125.0000",54,-125
"Fredericton, Nb Open Data",Canada,Canada,Canada,http://fredericton.ca/en/citygovernment/datamain.asp,,"45.9500,-66.6667",45.95,-66.6667
"Gatineau, Qc Open Data",Canada,Canada,Canada,http://gatineau.ca/donneesouvertes/,,"45.4833,-75.6500",45.4833,-75.65
Geobc,Canada,Canada,Canada,http://geobc.gov.bc.ca,,"54.0000,-125.0000",54,-125
Yukon Geological Survey,Canada,Canada,Canada,http://geology.gov.yk.ca,,"64.0000,-135.0000",64,-135
Northwest Territories Centre For Geomatics,Canada,Canada,Canada,http://geomatics.gov.nt.ca/,,"66.0000,-119.0000",66,-119
Geomatics Yukon,Canada,Canada,Canada,http://geomaticsyukon.ca/,,"64.0000,-135.0000",64,-135
"District Of North Vancouver, British Columbia",District Of North Vancouver,Canada,Canada,http://geoweb.dnv.org/data/,"GEOweb, the District of North Vancouver’s Open Data portal. Uses its [own license](http://geoweb.dnv.org/ancillary/site-legal.html).","49.249657393,-123.119340403",49.24965739,-123.1193404
Manitoba Geographical Names Program,Canada,Canada,Canada,http://gov.mb.ca/conservation/lands_branch/geo_names/,,"55.0000,-97.0000",55,-97
Prince Edward Island Gis Data Layers,Canada,Canada,Canada,http://gov.pe.ca/gis/,,"46.2500,-63.0000",46.25,-63
"Guelph, Ontario",City Of Guelph,Canada,Canada,http://guelph.ca/services.cfm?itemid=78870&smocid=1550,"No license other than this disclaimer:

> The Corporation of the City of Guelph makes no guarantees, representations, or warranties respecting the data, expressed or implied, arising by law or otherwise, including but not limited to, effectiveness, completeness, accuracy, or fitness for a particular purpose.","43.550096829,-80.249670076",43.55009683,-80.24967008
"Halifax, Ns Open Data",Canada,Canada,Canada,http://halifax.ca/opendata/,,"44.6700,-63.6100",44.67,-63.61
"Halifax Regional Municipality, Ns Open Data",Canada,Canada,Canada,http://halifaxopendata.ca/,,"44.6700,-63.6100",44.67,-63.61
"Hamilton, On Open Data",Canada,Canada,Canada,http://hamilton.ca/projectsinitiatives/opendata/,,"43.2500,-79.8667",43.25,-79.8667
"Milton, On Open Data",Canada,Canada,Canada,http://icreateopendata.public.esolutionsgroup.ca/,,"43.5083,-79.8833",43.5083,-79.8833
"Kamloops, Bc - My Maps",Canada,Canada,Canada,http://kamloops.ca/downloads/maps/launch.htm,,"50.6761,-120.3408",50.6761,-120.3408
"Kelowna, Bc Open Data",Canada,Canada,Canada,http://kelowna.ca/cm/page3936.aspx,,"49.8801,-119.4436",49.8801,-119.4436
"Kitchener, On Open Data",Canada,Canada,Canada,http://kitchener.ca/opendata/,,"43.4500,-80.4833",43.45,-80.4833
"London, On Open Data",Canada,Canada,Canada,http://london.ca/city-hall/open-data/pages/open-data-data-catalogue.aspx,,"42.9837,-81.2497",42.9837,-81.2497
"Mississauga, On Open Data",Canada,Canada,Canada,http://mississauga.ca/portal/residents/publicationsopendatacatalogue,,"43.6000,-79.6500",43.6,-79.65
Manitoba Land Initiative,Canada,Canada,Canada,http://mli2.gov.mb.ca/,,"55.0000,-97.0000",55,-97
Ontario Mines And Minerals,Canada,Canada,Canada,http://mndm.gov.on.ca/en/mines-and-minerals,,"50.0000,-85.0000",50,-85
"Niagara, On Open Data",Canada,Canada,Canada,http://niagarafalls.ca/services/open/data,,"43.1167,-79.0667",43.1167,-79.0667
Niagara Region Of Ontario Open Data,Canada,Canada,Canada,http://niagararegion.ca/government/opendata,,"43.0500,-79.3000",43.05,-79.3
Nova Scotia Geonova,Canada,Canada,Canada,http://novascotia.ca/geonova,,"45.0000,-63.0000",45,-63
Newfoundland & Labrador Geological Survey,Canada,Canada,Canada,http://nr.gov.nl.ca/mines&en/geosurvey,,"53.0000,-60.0000",53,-60
Natural Resources Canada,Canada,Canada,Canada,http://nrcan.gc.ca,,"45.4000,-75.6667",45.4,-75.6667
Northwest Territories Geoscience,Canada,Canada,Canada,http://nwtgeoscience.ca/services/,,"66.0000,-119.0000",66,-119
"Oakville, On Open Data",Canada,Canada,Canada,http://oakville.ca/data/,,"43.4500,-79.6833",43.45,-79.6833
Ontario Open Data,Canada,Canada,Canada,http://ontario.ca/government/open-data-ontario,,"50.0000,-85.0000",50,-85
Canadian Government Open Data,Canada,Canada,Canada,http://open.canada.ca,,"45.4000,-75.6667",45.4,-75.6667
"Saskatoon, Sk Open Data",Canada,Canada,Canada,http://opendata-saskatoon.cloudapp.net/,,"52.1333,-106.6833",52.1333,-106.6833
Newfoundland And Labrador,Canada,Canada,Canada,http://opendata.gov.nl.ca/,,"53.0000,-60.0000",53,-60
"Region Of Peel, Ontario",Region Of Peel,Canada,Canada,http://opendata.peelregion.ca/,You may send feedback and request datasets via [email](mailto:open.data@peelregion.ca) or [webform](http://opendata.peelregion.ca/feedback.aspx). The [license](http://opendata.peelregion.ca/terms-of-use.aspx) is based upon the the UK Government's Open Government Licence for Public Sector Information and has been adapted with the permission of the UK National Archives.,"43.716667,-80.15",43.716667,-80.15
City Of Waterloo,City Of Waterloo,Canada,Canada,http://opendata.waterloo.ca/,City of Waterloo Open Data website.,"32.983333,49.133333",32.983333,49.133333
"Brandon, Mb Open Data",Canada,Canada,Canada,http://opengov.brandon.ca,,"49.8333,-99.9500",49.8333,-99.95
"Guelph, On Open Data",Canada,Canada,Canada,http://openguelph.wpengine.com/open-data-guelph/,,"43.5500,-80.2500",43.55,-80.25
"Ottawa, On Mobile Apps And Open Data",Canada,Canada,Canada,http://ottawa.ca/en/mobile-apps-and-open-data/open-data-ottawa,,"45.4214,-75.6919",45.4214,-75.6919
Our Airports,Canada,Canada,Canada,http://ourairports.com/data,,"45.4214,-75.6919",45.4214,-75.6919
"Prince George, British Columbia",City Of Prince George,Canada,Canada,http://princegeorge.ca/cityservices/online/odc/pages/documents.aspx,Adapted the [Vancouver license](http://princegeorge.ca/cityservices/online/odc/Pages/Terms.aspx) (roughly).,"53.916603153,-122.753014555",53.91660315,-122.7530146
"Regional District Of Okanagan-similkameen, Bc - Gis",Canada,Canada,Canada,http://rdos.bc.ca/departments/information-services/open-data-downloads/,,"49.4167,-120.0000",49.4167,-120
"Regina, Sk Open Data",Canada,Canada,Canada,http://regina.ca/residents/open-government/data/,,"50.4547,-104.6067",50.4547,-104.6067
Regional District Central Okanagan Gis,Canada,Canada,Canada,http://regionaldistrict.com/services/gis/,,"49.8880,-119.4954",49.888,-119.4954
"Region Of Waterloo, On Open Data",Canada,Canada,Canada,http://regionofwaterloo.ca/en/regionalgovernment/opendatahome.asp,,"43.4667,-80.5000",43.4667,-80.5
Statistics Canada,Canada,Canada,Canada,http://statcan.gc.ca/,,"45.4000,-75.6667",45.4,-75.6667
"Surrey, Bc Open Data",Canada,Canada,Canada,http://surrey.ca/city-services/658.aspx,,"49.1833,-122.8500",49.1833,-122.85
"Thunder Bay, On - Transit Api",Canada,Canada,Canada,http://thunderbay.ca/living/getting_around/thunder_bay_transit/developers_-_open_data.htm,,"48.3822,-89.2461",48.3822,-89.2461
"Langley, Bc Open Data",Canada,Canada,Canada,http://tol.ca/services-contact/open-data,,"49.1041,-122.6576",49.1041,-122.6576
Commission De Toponymie - Quebec,Canada,Canada,Canada,http://toponymie.gouv.qc.ca,,"53,-070",53,-70
"Toronto, On Open Data",Canada,Canada,Canada,http://toronto.ca/open,,"43.7000,-79.4000",43.7,-79.4
"Vancouver, Bc Open Data",Canada,Canada,Canada,http://vancouver.ca/your-government/open-data-catalogue.aspx,,"49.2500,-123.1000",49.25,-123.1
"Victoria, Bc Open Data",Canada,Canada,Canada,http://victoria.ca/en/main/city/open-data-catalogue.html,,"48.4222,-123.3657",48.4222,-123.3657
"Welland, On Opendata",Canada,Canada,Canada,http://welland.ca/open/,,"42.9833,-79.2333",42.9833,-79.2333
"Winnipeg, Manitoba 2010 Election",Civic Initiative Winnipeg Citizen,Canada,Canada,http://winnipegelection.ca/open_data_2010,Citizen-created shapefiles and election results.,"49.884398624,-97.147044715",49.88439862,-97.14704472
"West Perry Sound, On Geography Network",Canada,Canada,Canada,http://wpsgn.ca/website/seguin.html,,"45.70000,-79.83333",45.7,-79.83333
"Banff, Ab Open Data",Canada,Canada,Canada,http://www.banffopendata.ca,,"51.1781,-115.5719",51.1781,-115.5719
"Windsor, Ontario",City Of Windsor,Canada,Canada,http://www.citywindsor.ca/003713.asp,You may send [feedback](http://www.citywindsor.ca/003739.asp). Adapted the [Vancouver license](http://www.citywindsor.ca/DataCatalogue/PDF/OpenDataTermsofUse.pdf).,"42.300083644,-83.016543483",42.30008364,-83.01654348
California,State Of California,Canada,Canada,http://www.data.ca.gov,"Access raw State data files, databases, geographic data, and other data sources from the State of California","37.2502247,-119.7512643",37.2502247,-119.7512643
Canada,Government Of Canada,Canada,Canada,http://www.data.gc.ca/,"You may send [feedback](http://www.data.gc.ca/default.asp?lang=En&n=E028144D-1), [request datasets](http://www.data.gc.ca/default.asp?lang=En&n=8A4E1E4D-1) and subscribe to [dataset updates](http://www.data.gc.ca/default.asp?lang=En&SyndFeed=DCCE2653-4AEC-42B2-9D95-B61951852606). Uses its [own license](http://www.data.gc.ca/default.asp?lang=En&n=46D15882-1). See the [FAQ](http://www.data.gc.ca/default.asp?lang=En&n=C5DBADB8-1).","60.108670463,-113.642578125",60.10867046,-113.6425781
British Columbia Open Data,Canada,Canada,Canada,http://www.data.gov.bc.ca/,,"54.0000,-125.0000",54,-125
"Fredericton, New Brunswick",City Of Fredericton,Canada,Canada,http://www.fredericton.ca/en/citygovernment/datamain.asp,You may send feedback via [email](mailto:opendata@fredericton.ca) or [webform](http://www.fredericton.ca/en/includes/email/emailattachment.aspx?id=524&ref=http://www.fredericton.ca/en/citygovernment/Catalogue.asp). Adapted the [Vancouver license](http://fredericton.icreate2.esolutionsgroup.ca/cityfredericton/en/citygovernment/TermsOfUse.asp).,"45.945414773,-66.665581601",45.94541477,-66.6655816
"London, Ontario",City Of London (ontario),Canada,Canada,http://www.london.ca/d.aspx?s=/open_data/data_catalogue.htm,You may send [feedback](mailto:opendata@london.ca). Adapted the [Vancouver license](http://www.london.ca/d.aspx?s=/Open_Data/Open_Data_Terms_Use.htm).,"42.983389283,-81.233042387",42.98338928,-81.23304239
"Mississauga, Ontario",City Of Mississauga,Canada,Canada,http://www.mississauga.ca/portal/residents/publicationsopendatacatalogue,You may send feedback via [email](mailto:eplanbuild.info@mississauga.ca). Adapted the [Vancouver license](http://www.mississauga.ca/file/COM/CityOfMississaugaTermsOfUse.pdf).,"43.578898603,-79.6583032608",43.5788986,-79.65830326
"Niagara Falls, Ontario",City Of Niagara Falls,Canada,Canada,http://www.niagarafalls.ca/services/open/data,You may send [feedback](mailto:opendata@niagarafalls.ca). Adapted the [Vancouver license](http://www.niagarafalls.ca/services/open/terms-and-conditions.aspx). See the [FAQ](http://www.niagarafalls.ca/faq/open-data.faq) and [ideas forum](http://ideas.niagarafalls.ca/forums/102745-data-layers).,"43.100116116,-79.066270072",43.10011612,-79.06627007
