Name;Organisation;Country;Pays;URL;Description;Location;Latitude;Longitude
Our Airports;Canada;Canada;Canada;http://ourairports.com/data;;45.4214, -75.6919;45.4214;-75.6919
Portal De Dados Abertos Do Senado Federal (brazil);Senado Federal (brazil);Brazil;Brésil;http://dadosabertos.senado.gov.br/;Open Data Portal for the Brazilian Federal Senate. Uses CKAN.;-10.0, -55.0;-10.0;-55.0
Department Of Econonic Planning And Development;Brunei Darussalam;Brunei Darussalam;Brunei;http://depd.gov.bn/statistic_data.html;;4.8903, 114.9422;4.8903;114.9422
Ministry Of Education;Botswana;Botswana;Botswana;http://gov.bw/en/ministries--authorities/ministries/ministry-of-education-moe/;;-24.6583, 25.9083;-24.6583;25.9083
African Development Bank Group Open Data;Burkina Faso;Burkina Faso;Burkina Faso;http://burkinafaso.opendataforafrica.org/;;12.3333, -1.6667;12.3333;-1.6667
"Instituto Nacional De Estad&atilde;&shy;stica De Bolivia";Bolivia, Plurinational State Of;Bolivia;Bolivie;http://ine.gov.bo;;-16.712, -64.666;-16.712;-64.666
Ministério Da Educação E Desporto;Cabo Verde;Cabo Verde;Cap-Vert;http://www.minedu.gov.cv/;;15.1111, -23.6167;15.1111;-23.6167
Instituto Nacional De Meteorologia;Brazil;Brazil;Brésil;http://inmet.gov.br/;;-15.7833, -47.8667;-15.7833;-47.8667
Central Statistics Office;Botswana;Botswana;Botswana;http://cso.gov.bw;;-24.6583, 25.9083;-24.6583;25.9083
National Statistical Institute;Bulgaria;Bulgaria;Bulgarie;http://nsi.bg;;42.75, 25.5;42.75;25.5
National Statistics Bureau;Bhutan;Bhutan;Bhoutan;http://nsb.gov.bt;;27.417, 90.435;27.417;90.435
Québec, Québec;Ville De Québec;Canada;Canada;http://donnees.ville.quebec.qc.ca/;You may send feedback via [email](Application.DonneesOuvertes@Ville.quebec.qc.ca) or [webform](http://donnees.ville.quebec.qc.ca/nousjoindre.aspx). Uses its [own license](http://donnees.ville.quebec.qc.ca/licence.aspx).;46.8122791164, -71.2145376205;46.81227912;-71.21453762
Qualicum Beach, Bc;Canada;Canada;Canada;http://data.civicinfo.ca/organization/qualicum-beach-town;;49.35, -124.4333;49.35;-124.4333
Brampton, On Open Data;Canada;Canada;Canada;http://brampton.ca/en/city-hall/opengov/;;43.6833, -79.7667;43.6833;-79.7667
Winnipeg Transit Api;Canada;Canada;Canada;http://api.winnipegtransit.com/home/api;;49.8994, -97.1392;49.8994;-97.1392
British Columbia Property Tax;Canada;Canada;Canada;http://evaluebc.bcassessment.ca/;;54.0, -125.0;54.0;-125.0
Whitehorse, Yk Open Data;Canada;Canada;Canada;http://data.whitehorse.ca/;;60.7167, -135.05;60.7167;-135.05
Calgary, Ab Open Data;Canada;Canada;Canada;http://data.calgary.ca;;51.05, -114.0667;51.05;-114.0667
Ottawa, On Open Data;Canada;Canada;Canada;http://data.ottawa.ca/;;45.4214, -75.6919;45.4214;-75.6919
Alberta Open Data;Canada;Canada;Canada;http://data.alberta.ca/;;55.0, -115.0;55.0;-115.0
Nunavat Geoscience;Canada;Canada;Canada;http://cngo.ca/;;73.0, -91.0;73.0;-91.0
Department Of Statistics;Bermuda;Bermuda;Bermudes;http://govsubportal.com/ministries/2012-02-10-14-05-02/cabinet-office/statistics/statistics-hq;;32.3, -64.7833;32.3;-64.7833
Place Names Committee For The Northern Territory;Australia;Australia;Australie;http://placenames.nt.gov.au;;-20.0, 133.0;-20.0;133.0
Zentralanstalt Für Meteorologie Und Geodynamik;Austria;Austria;Autriche;http://zamg.ac.at;;48.2, 16.35;48.2;16.35
Niederösterreich (lower Austria) Open Data;Austria;Austria;Autriche;http://data.noe.gv.at/;;48.3333, 15.75;48.3333;15.75
Bangladesh Meteorological Department;Bangladesh;Bangladesh;Bangladesh;http://bmd.gov.bd/;;23.7, 90.35;23.7;90.35
Bahrain Open Data;Bahrain;Bahrain;Bahreïn;http://bahrain.bh/wps/portal/data/;;26.0275, 50.55;26.0275;50.55
Barbados Statistical Service;Barbados;Barbados;Barbade;http://barstats.gov.bb;;13.1667, -59.55;13.1667;-59.55
Louis Galipeau & Andrew Simons;Bermuda;Bermuda;Bermudes;http://bermuda.io/;;32.3, -64.7833;32.3;-64.7833
Statistics Belize;Belize;Belize;Belize;http://statisticsbelize.org.bz;;17.0667, -88.7;17.0667;-88.7
Ghent Open Data;Belgium;Belgium;Belgique;http://data.gent.be;;51.05, 3.7333;51.05;3.7333
Township Of Langley, British Columbia;Township Of Langley;Canada;Canada;http://www.tol.ca/servicescontact/opendata/opendatacatalogue.aspx;You may send [feedback](http://www.tol.ca/ServicesContact/OpenData/OpenDataFeedback.aspx). Uses the PDDL license.;49.082969808, -122.585894007;49.08296981;-122.585894
Saanich, Bc;District Of Saanich;Canada;Canada;http://www.saanich.ca/data/catalogue/index.php;You may send feedback via [email](mailto:opendata@saanich.ca). Uses its [own license](http://www.saanich.ca/data/licence.html).;48.549638795, -123.369314466;48.5496388;-123.3693145
Surrey, British Columbia;City Of Surrey;Canada;Canada;http://www.surrey.ca/city-services/658.aspx;Uses the PDDL license.;49.1063541539, -122.825088501;49.10635415;-122.8250885
African Development Bank Group Open Data;Central African Republic;Central African Republic;République Centrafricaine;http://car.opendataforafrica.org/;;4.3667, 18.5833;4.3667;18.5833
Economics And Statistics Office;Cayman Islands;Cayman Islands;Iles Caïmans;http://eso.ky;;19.3333, -81.4;19.3333;-81.4
Dirección Meteorológica De Chile;Chile;Chile;Chili;http://meteochile.cl/;;-33.4333, -70.6667;-33.4333;-70.6667
New South Wales State (Australia) Open Data Catalog;New South Wales State;Australia;Australie;http://data.nsw.gov.au;New South Wales State (Australia) Open Data Catalog;-32.7411406, 142.8280032;-32.7411406;142.8280032
Queensland Government Data;Queensland Government;Australia;Australie;http://data.qld.gov.au;Open data from the State government of Queensland, Australia;-19.309379, 136.7461849;-19.309379;136.7461849
Statistics Division;Antigua And Barbuda;Antigua And Barbuda;Antigua-et-Barbuda;http://ab.gov.ag/article_details.php?id=4792&category=114;;17.1167, -61.85;17.1167;-61.85
City Of Gold Coast, Qld;Australia;Australia;Australie;http://data.gov.au/organization/city-of-gold-coast;;-28.0167, 153.4;-28.0167;153.4
Meteorological Services;Antigua And Barbuda;Antigua And Barbuda;Antigua-et-Barbuda;http://antiguamet.com/;;17.1167, -61.85;17.1167;-61.85
City Of Hobart, Tas;Australia;Australia;Australie;http://data.gov.au/organization/city-of-hobart;;-42.8806, 147.325;-42.8806;147.325
Australian National Placenames Survey;Australia;Australia;Australie;http://anps.org.au;;-32.1617, 147.0178;-32.1617;147.0178
Tasmania Spatial Data;Australia;Australia;Australie;http://dpipwe.tas.gov.au/sif;;-42.0, 147.0;-42.0;147.0
Anguilla Statistics Department;Anguilla;Anguilla;Anguilla;http://gov.ai/statistics;;18.2272, -63.049;18.2272;-63.049
Bureau Of Meteorology;Australia;Australia;Australie;http://bom.gov.au/;;-35.3075, 149.1244;-35.3075;149.1244
Cook Islands Meteorological Service;Cook Islands;Cook Islands;Iles Cook;http://cookislands.pacificweather.org/;;-21.2, -159.7667;-21.2;-159.7667
Research Institute Of Geodesy;Czech Republic;Czech Republic;République Tchèque;http://vugtk.cz;;49.75, 15.75;49.75;15.75
Population And Housing Census;Costa Rica;Costa Rica;Costa Rica;http://censos.ccp.ucr.ac.cr;;9.9333, -84.0833;9.9333;-84.0833
Servicio Nacional De Geología Y Minería;Chile;Chile;Chili;http://sernageomin.cl;;-33.4333, -70.6667;-33.4333;-70.6667
Instituto Geográfico Nacional;Costa Rica;Costa Rica;Costa Rica;http://snitcr.go.cr;;9.9333, -84.0833;9.9333;-84.0833
Census And Statistics Department;Hong Kong;China;Chine;http://censtatd.gov.hk;;22.267, 114.188;22.267;114.188
Meteorological And Geophysical Bureau;Macao;China;Chine;http://smg.gov.mo/;;22.1667, 113.55;22.1667;113.55
Nstituto De Meteorología;Cuba;Cuba;Cuba;http://insmet.cu/;;22.0, -79.5;22.0;-79.5
Isle Of Man - Agriculture Statistics;Isle Of Man;England;Angleterre;http://gov.im/about-the-government/departments/environment-food-and-agriculture/agriculture-directorate/agriculture-statistics/;;54.25, -4.5;54.25;-4.5
Egytian Government Open Data;Egypt;Egypt;Egypte;http://egypt.gov.eg/english/general/open_gov_data_initiative.aspx;;26.0, 30.0;26.0;30.0
Oficina Nacional De Meteorologiá;Dominican Republic;Dominican Republic;République Dominicaine;http://onamet.gov.do/;;19.0, -70.6667;19.0;-70.6667
Direction Nationale De La Statistique;Djibouti;Djibouti;Djibouti;http://ministere-finances.dj/statist.htm;;11.5883, 43.145;11.5883;43.145
Egyptian Geological Survey And Mining Authority (egsma);Egypt;Egypt;Egypte;http://egsma.gov.eg;;26.0, 30.0;26.0;30.0
Dominica Meteorological Services;Dominica;Dominica;Dominique;http://weather.gov.dm/;;15.4167, -61.3333;15.4167;-61.3333
Central Agency For Mobilization And Statistics;Egypt;Egypt;Egypte;http://capmas.gov.eg;;26.0, 30.0;26.0;30.0
Ministry Of Education;El Salvador;El Salvador;Salvador;http://mined.gob.sv;;13.6667, -89.1667;13.6667;-89.1667
Danish Meteorological Institute;Denmark;Denmark;Danemark;http://dmi.dk;;55.72, 12.57;55.72;12.57
Danmark Statistik;Denmark;Denmark;Danemark;http://dst.dk;;55.72, 12.57;55.72;12.57
Ministry Of Mines, Industry And Energy;Equatorial Guinea;Equatorial Guinea;Guinée Equatoriale;http://equatorialoil.com;;3.45, 8.55;3.45;8.55
African Development Bank Group Open Data;Eritrea;Eritrea;Erythrée;http://eritria.opendataforafrica.org/;;15.3333, 38.9167;15.3333;38.9167
Isle Of Man Census;Isle Of Man;England;Angleterre;http://gov.im/categories/home-and-neighbourhood/census/;;54.25, -4.5;54.25;-4.5
Statistics And Research Aland;Aland Islands;Finland;Finlande;http://asub.ax;;60.1, 19.93333;60.1;19.93333
Geological Survey Of Ethiopia;Ethiopia;Ethiopia;Ethiopie;http://gse.gov.et;;59.0, 26.0;59.0;26.0
Bureau Of Statistics;Fiji;Fiji;Fidji;http://statsfiji.gov.fj;;-18.0, 179.0;-18.0;179.0
Bouche-rhone / Provence Data Portal;Departement Bouche-rhone;France;France;http://data.visitprovence.com/;Launched April 2012. Tourism oriented data sets only.;43.5409158, 4.7416373;43.5409158;4.7416373
La Rochelle;City Of La Rochelle;France;France;http://www.opendata.larochelle.fr/;City data portal of La Rochelle. Launched 23 May 2012.;46.1666667, -1.15;46.1666667;-1.15
European Meteorological Society;Europe;Germany;Allemagne;http://emetsoc.org/resources/meteorological-and-hydrological-services;;52.5076682, 13.2850542;52.5076682;13.2850542
Le Mans Open Data;France;France;France;http://lemans.fr/page.do?t=2&uuid=16cb26c7-550ea533-5ae8381b-d7a64af8;;48.0077, 0.1984;48.0077;0.1984
International Aid Transparency Association;International Organizations;Ghana;Ghana;http://iatiregistry.org;;5.5913754, -0.2497698;5.5913754;-0.2497698
Weather And Climate - Deutscher Wetterdienst;Germany;Germany;Allemagne;http://dwd.de/;;52.5167, 13.3833;52.5167;13.3833
Direction Nationale De La Statistique;Guinea;Guinea;Guinée;http://stat-guinee.org;;9.5167, -13.7;9.5167;-13.7
Geological Society Of Greece;Greece;Greece;Grèce;http://geosociety.gr;;37.9617, 23.7533;37.9617;23.7533
Bremen Open Data;Germany;Germany;Allemagne;http://daten.bremen.de/;;53.0833, 8.8;53.0833;8.8
Ville De Brocas;France;France;France;http://opendata.brocas.fr;;44.0447, -0.5339;44.0447;-0.5339
Nantes Ouverture Des Données;Mairie De Nantes;France;France;http://data.nantes.fr;France's city of Nantes Area OpenData store;47.2172508194, -1.55336380005;47.21725082;-1.5533638
MENESR (Ministère de l'Education Nationale, de l'Enseignement Supérieur et de la Recherche);MENESR (Ministère de l'Education Nationale, de l'Enseignement Supérieur et de la Recherche);France;France;http://data.enseignementsup-recherche.gouv.fr/;;48.85341, 2.3488;48.85341;2.3488
RATP Open Data;RATP;France;France;http://data.ratp.fr/;Open Data mobility and transportation;48.85341, 2.3489;48.85341;2.3488
Boundaries Of Administrative Divisions In France;France;France;France;http://github.com/gregoiredavid/france-geojson;;47.0, 2.0;47.0;2.0
Ville De Saint-malo;France;France;France;http://data.gouv.fr/fr/organizations/ville-de-saint-malo/;;48.6481, -2.0075;48.6481;-2.0075
Finnish Meteorological Institute;Finland;Finland;Finlande;https://en.ilmatieteenlaitos.fi/open-data;;64.0, 26.0;64.0;26.0
Région Pays De La Loire;France;France;France;http://data.paysdelaloire.fr;;47.4667, -0.8333;47.4667;-0.8333
ERDF Open Data;ERDF;France;France;https://data.erdf.fr/page/accueil/;;48.85341, 2.3488;48.85341;2.3488
Administration Of Roads And Bridges - Grand Duchy Of Luxembourg;Luxembourg;Luxembourg;Luxembourg;http://pch.public.lu;;49.6, 6.1167;49.6;6.1167
African Development Bank Group Open Data;Madagascar;Madagascar;Madagascar;http://madagascar.opendataforafrica.org/;;-20.0, 47.0;-20.0;47.0
Malaysian Meteorological Department;Malaysia;Malaysia;Malaisie;http://met.gov.my/;;3.1333, 101.7;3.1333;101.7
Lithuanian Hydrometeorological Service;Lithuania;Lithuania;Lithuanie;http://meteo.lt/;;55.0, 24.0;55.0;24.0
Office National De Météorologie;Mauritania;Mauritania;Mauritanie;http://onm.mr/;;18.15, -15.9667;18.15;-15.9667
Servicio Meteorológico Nacional;Mexico;Mexico;Mexique;http://smn.cna.gob.mx;;19.0, -99.1333;19.0;-99.1333
Department Of Meteorology;Maldives;Maldives;Maldives;http://meteorology.gov.mv/;;3.2, 73.22;3.2;73.22
Mexico Open Data;Mexico;Mexico;Mexique;http://datos.codeandomexico.org/;;19.0, -99.1333;19.0;-99.1333
Dublinked Datastore;Nui Maynooth;Ireland, Republic of;Irlande;http://www.dublinked.ie/datastore/index.php;"Dublinked is a joint initiative of the local authorities of the Dublin Region and researchers from NUI Maynooth.

The project operates a data store, including a data catalog, focusing on Dublin City and the neighbouring counties of the Dublin Region.

Some of the data is open, other parts are member-only. There is a membership fee.";53.333056, -6.248889;53.333056;-6.248889
Statcentral.ie;Central Statistics Office Ireland;Ireland, Republic of;Irlande;http://www.statcentral.ie/;The StatCentral portal provides standard documentation on recurring official statistics and links to where they can be found. It covers data produced by the Irish Central Statistics Office (CSO), as well as other government departments, agencies and other state bodies.;53.0, -8.0;53.0;-8.0
City Of Rome Open Data;Roma Capitale;Italia;Italie;http://dati.comune.roma.it/;Open Data from the City of Rome, Italy.;41.9102415, 12.3959144;41.9102415;12.3959144
Iranian National Geographical Names Database;Iran, Islamic Republic Of;Iran;Iran;http://gndb.ncc.org.ir;;32.0, 53.0;32.0;53.0
Institut Haitien De Statistique Et D'informatique;Haiti;Haiti;Haïti;http://ihsi.ht;;18.5333, -72.3333;18.5333;-72.3333
Ireland Government Open Data;Ireland;Ireland, Republic of;Irlande;http://opendata.ie/;;53.0, -8.0;53.0;-8.0
Geological Survey Of Iran;Iran, Islamic Republic Of;Iran;Iran;http://gsi.ir;;32.0, 53.0;32.0;53.0
data.gov.ie;Ireland;Ireland, Republic of;Irlande;https://data.gov.ie/data;;53.0, -8.0;53.0;-8.0
India Meteorological Department;India;India;Inde;http://imd.gov.in/;;21.0, 78.0;21.0;78.0
India Government Open Data;India;India;Inde;http://data.gov.in/;;21.0, 78.0;21.0;78.0
Italian Chamber Of Deputies;Italian Chamber Of Deputies;Italy;Italie;http://dati.camera.it/it/;The history, activities, mechanisms of functioning of the Chamber of Deputies. Available free to reuse.;42.8333333, 12.8333333;42.8333333;12.8333333
Geodata Vicenza;Comune Di Vicenza;Italia;Italie;http://www.comune.vicenza.it/ente/settori/dipgenpers/sistinf/sit/daticartografici.php;geodata of Vicenza city;45.557294, 11.540898;45.557294;11.540898
Istat;Istat;Italy;Italie;http://dati.istat.it/;the datawarehouse of the italian statistics produced by Istat, a complete and consistent information assets;42.8333333, 12.8333333;42.8333333;12.8333333
Sardinia Geoportal;Regione Sardegna;Italia;Italie;http://www.sardegnageoportale.it/index.html;geodata from Sardegna;40.0, 9.0;40.0;9.0
Autonomous Province Of Bolzano Open Data;Italy;Italy;Italie;http://provincia.bz.it/informatica/cartografia/geoportale.asp;;46.5, 11.35;46.5;11.35
Comune Di Firenze (florence) Open Data;Italy;Italy;Italie;http://opendata.comune.fi.it;;43.7833, 11.25;43.7833;11.25
Enel Power Company Finacial/sustanability Data;Italy;Italy;Italie;http://data.enel.com;;41.9, 12.4833;41.9;12.4833
Ministry Of Health;Italy;Italy;Italie;http://dati.salute.gov.it/dati/homedataset.jsp;;41.9, 12.4833;41.9;12.4833
National Land Registry;Jamaica;Jamaica;Jamaïque;http://nla.gov.jm;;18.1824, -77.3218;18.1824;-77.3218
Italian Government Open Data;Italy;Italy;Italie;http://dati.gov.it;;41.9, 12.4833;41.9;12.4833
Korean Statistical Information Service;Korea, Republic Of;Korea, Republic of;Corée du Sud;http://kosis.kr;;37.55, 126.9667;37.55;126.9667
National Spatial Data Infrastructure;Korea, Republic Of;Korea, Republic of;Corée du Sud;http://nsdi.go.kr;;37.55, 126.9667;37.55;126.9667
South Korean Government Open Data;Korea, Republic Of;Korea, Republic of;Corée du Sud;http://data.go.kr;;37.55, 126.9667;37.55;126.9667
Korea Meteorological Administration;Korea, Republic Of;Korea, Republic of;Corée du Sud;http://kma.go.kr/;;37.55, 126.9667;37.55;126.9667
Liberia Institute Of Statistics And Geo-information Services;Liberia;Liberia;Liberia;http://lisgis.net;;6.3167, -10.8;6.3167;-10.8
African Development Bank Group Open Data;Liberia;Liberia;Liberia;http://liberia.opendataforafrica.org/;;6.3167, -10.8;6.3167;-10.8
Department Of Statistics;Jordan;Jordan;Jordanie;http://dos.gov.jo;;31.95, 35.9333;31.95;35.9333
Kenya Meteorological Department;Kenya;Kenya;Kenya;http://meteo.go.ke/;;-1.2667, 36.8;-1.2667;36.8
Bureau Of Statistics;Lesotho;Lesotho;Lesotho;http://bos.gov.ls;;-29.4667, 27.9333;-29.4667;27.9333
Latvia Open Data;Latvia;Latvia;Lettonie;http://opendata.lv/;;57.0, 25.0;57.0;25.0
Fsm Weather Station;Micronesia, Federated States Of;Micronesia;Micronésie;http://weather.noaa.gov/weather/fm_cc.html;;6.9167, 158.1833;6.9167;158.1833
African Development Bank Group Open Data;Mozambique;Mozambique;Mozambique;http://mozambique.opendataforafrica.org/;;-25.95, 32.5833;-25.95;32.5833
African Development Bank Group Open Data;Namibia;Namibia;Namibie;http://namibia.opendataforafrica.org/;;-22.57, 17.0861;-22.57;17.0861
Department Of Hydrology And Meteorology;Nepal;Nepal;Népal;http://dhm.gov.np/;;26.5333, 86.7333;26.5333;86.7333
Namibia Meteorological Service;Namibia;Namibia;Namibie;http://meteona.com/;;-22.57, 17.0861;-22.57;17.0861
Enschede Open Data Catalogue;Gemeente Enschede (municipality Of Enschede);Netherlands;Pays-Bas;http://opendata.enschede.nl;"The open data publishing platform for the city of Enschede. Comes with various data formats.

Built with the Ariadne CMS (php based), on top of PostgresSQL to deliver the data.";52.218333, 6.895833;52.218333;6.895833
Netherlands Public Data Catalogue;Bzk/wm/koop (government Ict Office);Netherlands;Pays-Bas;http://data.overheid.nl;Overheid.nl is the central access point to all information about / from government organisations of the Netherlands. Data.overheid.nl (launched 2011) is the central register for all government data sets.;52.5, 5.75;52.5;5.75
Medical Free/libre And Open Source Software;Medfloss.org;Netherlands;Pays-Bas;http://www.medfloss.org;Medfloss.org provides a comprehensive and structured overview of Free/Libre and Open Source Software (FLOSS) projects in the domains of medical informatics and health care.;51.0851432, 5.9684583;51.0851432;5.9684583
Dirección General De Estadística, Encuestas Y Censos;Paraguay;Paraguay;Paraguay;http://dgeec.gov.py;;-25.2667, -57.6667;-25.2667;-57.6667
Land Information New Zealand;New Zealand;New Zealand;Nouvelle-Zélande;http://linz.govt.nz/regulatory;;-42.0, 174.0;-42.0;174.0
Niue Meteorological Service;Niue;New Zealand;Nouvelle-Zélande;http://informet.net/niuemet;;-19.05, -169.9167;-19.05;-169.9167
Statistics New Zealand;New Zealand;New Zealand;Nouvelle-Zélande;http://stats.govt.nz;;-42.0, 174.0;-42.0;174.0
Alkmaar Open Data;Netherlands;Netherlands;Pays-Bas;http://alkmaar.nl/opendata;;52.6333, 4.75;52.6333;4.75
Ministry Of Energy & Mines;Peru;Peru;Pérou;http://ingemmet.gob.pe;;-12.0433, -77.0283;-12.0433;-77.0283
Datosperu.org;Civic Initiative;Peru;Pérou;http://www.datosperu.org/;;-10.0, -76.0;-10.0;-76.0
Open Government Data Saudi;Government Data Saudi;Saudi Arabia;Arabie Saoudite;http://www.saudi.gov.sa/wps/portal/!ut/p/c5/04_sb8k8xllm9msszpy8xbz9cp0os3itmgenye8tiwoduesla89qu69g11a_ywmtq6b8jjk8u68jud44ocqwmndd0mdqnbldrhtpdjygrrcbdubishdwap5-oci08psen7wraxmqd0dyenzo55gfm6pfkbsaghpr4zkzkk4iaom0c0u!/dl3/d3/l0lhskovd0rnquprquvnqsehl1lczncvyxi!/?;Saudi e-Government National Portal;25.0, 45.0;25.0;45.0
Instituto Nacional De Estadistica;Sao Tome And Principe;São Tomé and Príncipe;Sao Tomé-et-Principe;http://ine.st;;0.3361, 6.6814;0.3361;6.6814
Presidency Of Meteorology And Environment;Saudi Arabia;Saudi Arabia;Arabie saoudite;http://pme.gov.sa/;;24.0, 45.0;24.0;45.0
Moscow University - Geology Department;Russian Federation;Russia;Russie;http://geol.msu.ru;;55.7031, 37.5306;55.7031;37.5306
Institute Of Meteorology And Water Management;Poland;Poland;Pologne;http://imgw.pl/;;52.2167, 21.0333;52.2167;21.0333
National Bureau Of Statistics;Seychelles;Seychelles;Seychelles;http://nsb.gov.sc;;-4.6167, 55.45;-4.6167;55.45
National Meteorological Administration;Romania;Romania;Roumanie;http://inmh.ro/;;44.4167, 26.1;44.4167;26.1
Polish Official Statistics;Poland;Poland;Pologne;http://stat.gov.pl;;52.2167, 21.0333;52.2167;21.0333
National Statistical Institute;Portugal;Portugal;Portugal;http://ine.pt;;38.7, -9.1833;38.7;-9.1833
Samoa Meteorology Division;Samoa;Samoa;Samoa;http://mnre.gov.ws/;;-13.8333, -171.75;-13.8333;-171.75
Extremadura Reutiliza;Extremadura Reutiliza;Spain;Espagne;http://www.extremadurareutiliza.es/;Open Data initiative in Extremadura, Spain. It has been shut down by regional government;39.0, -6.0;39.0;-6.0
Open Data Portal Galicia;Xunta De Galicia;Spain;Espagne;http://abertos.xunta.es/portada;Dataportal of the regional government of Galicia, Spain. Launched Feb 2012;42.7550795451, -7.8662109375;42.75507955;-7.866210938
Gijón Public Data Catalogue;Ayuntamiento de Gijón;Spain;Espagne;http://datos.gijon.es;City of Gijón Public Data Catalogue;43.535731, -5.661519;43.535731;-5.661519
Cape Town Open Data Portal;South Africa;South Africa;Afrique du Sud;http://ctcs.capetown.gov.za/opendataportal/;;-33.9253, 18.4239;-33.9253;18.4239
African Development Bank Group Open Data;Somalia;Somalia;Somalie;http://somalia.opendataforafrica.org/;;2.0333, 45.35;2.0333;45.35
Solomon Islands Meteorological Service;Solomon Islands;Solomon Islands;Iles Salomon;http://met.gov.sb/;;-9.4667, 159.8167;-9.4667;159.8167
Statistics South Africa;South Africa;South Africa;Afrique du Sud;http://beta2.statssa.gov.za;;2.0333, 45.35;2.0333;45.35
Datos Abiertos Santander;Santander;Spain;Espagne;http://datos.santander.es/;;43.4614013, -3.8462423;43.4614013;-3.8462423
Meteorological Office;Slovenia;Slovenia;Slovénie;http://rzs-hm.si/;;46.05, 14.5;46.05;14.5
Gavà Obert;Spain;Spain;Espagne;http://gavaobert.gavaciutat.cat;;41.3072, 2.0039;41.3072;2.0039
Opengov Sweden Catalog;Peter Krantz;Sweden;Suède;http://www.opengov.se/data;Opengov.se is an initiative to highlight available public datasets in Sweden.;62.0, 15.0;62.0;15.0
Open Umea;Umeå Kommun;Sweden;Suède;http://www.openumea.se/;Open Data from the Municipality of Umea.;63.8284245148, 20.2597224712;63.82842451;20.25972247
African Development Bank Group Open Data;Tanzania, United Republic Of;Tanzania, United Republic Of;Tanzanie;http://tanzania.opendataforafrica.org/;;-6.307, 34.854;-6.307;34.854
Central Geological Survey, Moea;Taiwan, Province Of China;Taiwan, Republic Of China;Taïwan, République de Chine;http://moeacgs.gov.tw;;23.5, 121.0;23.5;121.0
African Development Bank Group Open Data;Swaziland;Swaziland;Swaziland;http://swaziland.opendataforafrica.org/;;-26.3167, 31.1333;-26.3167;31.1333
Open Government Partnership;Tanzania, United Republic Of;Tanzania, United Republic Of;Tanzanie;http://opengov.go.tz;;-6.307, 34.854;-6.307;34.854
Cern Open Data;European Union;Switzerland;Suisse;http://opendata.cern.ch;;46.2342, 6.0528;46.2342;6.0528
Meteorological Service;Suriname;Suriname;Suriname;http://meteosur.sr/;;5.8333, -55.1667;5.8333;-55.1667
Örebro Open Data;Sweden;Sweden;Suède;http://orebro.se/psidata;;59.2739, 15.2075;59.2739;15.2075
Statistiska Centralbyrn;Sweden;Sweden;Suède;http://scb;;59.35, 18.0667;59.35;18.0667
Thailand Opendata;Thai Prime Minister's Office;Thailand;Thaïlande;http://data.pm.go.th/;Catalog of the public data of Thailand;13.0108336, 96.9937247;13.0108336;96.9937247
African Development Bank Group Open Data;Togo;Togo;Togo;http://togo.opendataforafrica.org/;;6.1167, 1.2167;6.1167;1.2167
General Directorate Of Mineral And Exploration;Turkey;Turkey;Turquie;http://mta.gov.tr;;39.9167, 32.8333;39.9167;32.8333
Turkish State Meteorological Service;Turkey;Turkey;Turquie;http://meteor.gov.tr/;;39.9167, 32.8333;39.9167;32.8333
Tuvalu Statistics;Tuvalu;Tuvalu;Tuvalu;http://spc.int/prism/tuvalu/;;-8.5333, 179.2167;-8.5333;179.2167
Open Data Portal For Cook County Government;Local Authority;United States;Etats-Unis;http://data.cookcountyil.gov/;"* Courts
 * Economic Development
 * Finance and Accounting
 * Forest Preserves, Parks & Recreation
 * GIS / Maps
 * Healthcare
 * Public Safety 
 * Property & Taxation";31.1668567, -83.4498836;31.1668567;-83.4498836
Connecticut Department Of Energy & Environmental Protection - Gis Data And Maps;United States;United States;Etats-Unis;http://ct.gov/deep/cwp/view.asp?a=2701&q=323444&deepnav_gid=1636;;41.7625, -72.67417;41.7625;-72.67417
Summit County, Oh Code For America Brigade Open Data;United States;United States;Etats-Unis;http://communities.socrata.com/catalog/code-for-summit-county/;;41.13, -81.53;41.13;-81.53
Santa Cruz County, Ca - Gis;United States;United States;Etats-Unis;http://co.santa-cruz.ca.us/departments/geographicinformationsystems(gis).aspx;;37.03, -122.01;37.03;-122.01
Amador County, Ca Gis Division;United States;United States;Etats-Unis;http://co.amador.ca.us/departments/information-technology/gis;;38.44, -120.66;38.44;-120.66
Honolulu County, Hi Open Data;United States;United States;Etats-Unis;http://data.honolulu.gov/;;21.3975, -157.73944;21.3975;-157.73944
Cambridge, Ma Open Data;United States;United States;Etats-Unis;http://data.cambridgema.gov/;;42.3736, -71.1106;42.3736;-71.1106
Grand Rapids, Mi Open Data;United States;United States;Etats-Unis;http://data.grcity.us/;;42.9612, -85.6557;42.9612;-85.6557
Colorado Open Data;United States;United States;Etats-Unis;http://data.colorado.gov;;39.7391, -104.9849;39.7391;-104.9849
Open Reno;United States;United States;Etats-Unis;http://dashboard.reno.gov/;;39.5272, -119.8219;39.5272;-119.8219
Developmental Therapeutics Program (nci/nih);United States;United States;Etats-Unis;http://dtp.nci.nih.gov/docs/dtp_search.html;;38.8951, -77.0367;38.8951;-77.0367
Mississippi Deq Office Of Geology;United States;United States;Etats-Unis;http://deq.state.ms.us/mdeq.nsf/page/geology_home;;32.29889, -90.18472;32.29889;-90.18472
